time,Cyclone_Inlet_Gas_Temp,Cyclone_Material_Temp,Cyclone_Outlet_Gas_draft,Cyclone_cone_draft,Cyclone_Gas_Outlet_Temp,Cyclone_Inlet_Draft
2018-08-23 09:00:00,895.1424999999999,977.5133333333333,-286.7833333333333,-277.9933333333334,877.5041666666665,-228.17666666666665
2018-08-23 10:00:00,920.98,1008.265,-282.98583333333335,-269.8625,894.3958333333334,-225.06833333333336
2018-08-23 11:00:00,947.7191666666668,1017.2925,-281.4641666666667,-262.32166666666666,903.4683333333334,-221.5908333333333
2018-08-23 12:00:00,896.8591666666666,900.5141666666668,-291.3216666666667,-269.2575,877.8541666666666,-232.28749999999994
2018-08-23 13:00:00,892.5500000000001,347.1975,-292.7075,-271.96,861.7408333333333,-233.11833333333337
2018-08-23 14:00:00,911.3583333333335,245.1208333333333,-285.4725,-264.67083333333335,870.4558333333333,-229.48583333333332
2018-08-23 15:00:00,904.6958333333333,353.73,-291.3883333333333,-266.03416666666664,863.3258333333334,-236.41083333333333
2018-08-23 16:00:00,880.5475,946.9258333333333,-281.28833333333336,-257.7491666666666,848.3708333333333,-221.82416666666666
2018-08-23 17:00:00,909.9883333333333,1001.4216666666666,-279.08,-254.03083333333333,879.4933333333333,-219.4
2018-08-23 18:00:00,889.0608333333333,960.68,-291.59083333333336,-267.93416666666667,862.3583333333332,-234.39499999999998
2018-08-23 19:00:00,876.8433333333332,930.5658333333332,-269.6658333333334,-246.35666666666668,844.5716666666667,-213.24166666666665
2018-08-23 20:00:00,873.3741666666666,931.4833333333335,-261.33333333333337,-240.8741666666666,841.7158333333333,-207.29333333333338
2018-08-23 21:00:00,859.7141666666666,915.6716666666667,-263.9716666666667,-243.4091666666667,830.7958333333332,-209.11583333333337
2018-08-23 22:00:00,870.1433333333334,939.9958333333334,-261.05083333333334,-243.61416666666665,840.1541666666667,-204.8033333333333
2018-08-23 23:00:00,874.8258333333334,944.8874999999999,-256.66416666666663,-239.54166666666666,844.7583333333332,-203.16333333333333
2018-08-24 00:00:00,881.4308333333332,943.7816666666669,-258.21833333333336,-243.39416666666668,847.2824999999999,-203.37166666666667
2018-08-24 01:00:00,878.6125000000001,943.6091666666666,-263.91833333333335,-246.63333333333333,847.9958333333334,-208.60916666666665
2018-08-24 02:00:00,879.0108333333333,946.3675,-263.59666666666664,-244.14166666666665,847.2283333333335,-207.2391666666667
2018-08-24 03:00:00,891.7066666666668,960.1825000000002,-264.57166666666666,-243.83500000000004,856.3525,-210.01999999999998
2018-08-24 04:00:00,897.7116666666666,960.6108333333335,-248.53250000000006,-227.33666666666667,857.4075000000001,-199.00000000000003
2018-08-24 05:00:00,885.1691666666669,951.9116666666665,-230.4725,-211.07833333333335,851.3066666666667,-184.3175
2018-08-24 06:00:00,891.2608333333333,961.1191666666667,-236.44999999999996,-218.21416666666667,852.7133333333333,-189.94833333333335
2018-08-24 07:00:00,882.0116666666668,948.2608333333334,-250.18000000000006,-231.00333333333333,851.2849999999999,-200.72416666666672
2018-08-24 08:00:00,901.6041666666669,982.1075,-260.6908333333333,-238.1975,869.4233333333332,-206.98083333333332
2018-08-24 09:00:00,889.8491666666667,968.5908333333333,-261.08750000000003,-240.6925,859.2083333333334,-206.72083333333333
2018-08-24 10:00:00,899.6308333333333,971.5836363636364,-266.5525,-245.74166666666665,861.9683333333334,-209.95833333333334
2018-08-24 11:00:00,915.3516666666668,978.3991666666665,-265.0058333333333,-249.50583333333336,868.6766666666666,-212.17499999999995
2018-08-24 12:00:00,885.2158333333333,965.2600000000001,-266.64000000000004,-248.2025,852.5808333333334,-211.89833333333334
2018-08-24 13:00:00,902.2533333333332,975.2033333333335,-263.93083333333334,-244.82666666666668,860.3049999999998,-210.26166666666668
2018-08-24 14:00:00,892.2849999999999,956.6675000000001,-261.36583333333334,-239.38666666666666,853.2091666666665,-207.85583333333338
2018-08-24 15:00:00,877.3399999999998,937.9008333333333,-264.12666666666667,-240.95416666666665,842.835,-209.67583333333334
2018-08-24 16:00:00,883.5899999999998,944.6858333333333,-264.34,-244.17416666666665,849.3475,-210.70000000000005
2018-08-24 17:00:00,874.1974999999999,935.8108333333333,-264.01916666666665,-244.44999999999996,846.7575,-209.62166666666667
2018-08-24 18:00:00,867.2416666666667,931.9475000000001,-263.1025,-246.81166666666672,842.2008333333334,-209.85
2018-08-24 19:00:00,875.4066666666664,939.6566666666668,-263.46750000000003,-252.5375,847.2808333333332,-210.62666666666667
2018-08-24 20:00:00,898.5491666666667,968.5716666666667,-264.3983333333333,-254.91749999999993,865.8383333333335,-212.5825
2018-08-24 21:00:00,896.0708333333332,965.5291666666667,-271.0249999999999,-257.275,863.8091666666668,-216.40166666666667
2018-08-24 22:00:00,855.0749999999999,917.8708333333334,-185.38666666666666,-184.21083333333328,826.235,-147.00833333333333
